,CVX,XOM,AAPL
0,0.07292085910652979,-0.016990887525562215,-0.02423508260420171
1,0.10208920812182852,0.016990886178861686,0.06461807635444905
2,0.029168344594594938,0.08495443775100497,-0.016147900856773312
3,0.058336690117252836,0.06796355200000015,-0.03230462791533362
4,0.0442716160267107,0.034377806451612265,-0.016156721736134468
5,0.029514410000000883,-0.017188903030302072,-0.06461808168936911
6,0.08854323355263283,0.15470012326043836,-0.016147898799980354
7,-0.02951440924092452,0.0,-0.004034771564008555
8,0.08854323152709398,0.034377807615230786,-0.04038297904861321
9,0.07378602605863271,0.0,-0.020191495074122438
10,-0.14757204658901735,-0.03437780566801685,-0.03642759016758457
11,0.029514408637874467,0.10313342052313956,-0.016182911455419946
12,0.0295144099173541,-0.03437780566801685,0.020235585769669884
13,-0.0737860215946835,-0.017188903030302072,0.0
14,0.2803868794212221,0.2922113463035032,-0.008086905572916914
15,0.17708646445497678,0.06875561240310013,0.004043451760725736
16,-0.14757205128205084,-0.13751122834645813,-0.0242881436615483
17,-0.08854322727272823,0.0,0.04856704790668776
18,-0.10330043648208508,0.017188903732810346,0.04856718502651747
19,0.0,0.017188903732810346,-0.04047105588976252
20,0.14757204146730452,0.05156670645792616,0.00809600494947249
21,0.1918436692789971,0.10313341860465107,0.04047105460206457
22,-0.11805764102563998,-0.0859445117187505,0.020235457305144425
23,0.029514408945686913,0.034377805825242184,0.016192137640097082
24,-0.10330043618739992,-0.15470012845849726,0.0080960040621183
25,0.0,0.15470012790697574,0.04856705392863359
26,-0.029514410339256614,-0.0515667076023405,0.0080960038001332
27,0.05902882182985536,-0.05156670645792438,0.0
28,-0.07378602419354863,-0.05156671005917168,-0.004043580893169141
29,0.014757205169628309,-0.06875560878243547,-0.016192007667834796
30,-0.014757204213937669,0.05156670948616515,0.03237517286045999
31,0.059028816720257275,0.12032231640625035,-0.024279171993638386
32,0.14757205371248006,0.03437780506822463,-0.044523591318276656
33,0.04427161320754714,0.08594451830443184,-0.016192138903056597
34,-0.014757205329154031,-0.0343778065764031,-0.04048028583971042
35,0.02951440937500038,0.051566710982660524,-0.008086906459273456
36,0.014757205007823515,-0.0343778065764031,-0.01619213125628205
37,0.14757204892966413,0.08594451923076996,0.032375052471577785
38,-0.059028820987654385,0.10313341714285684,0.03238427535440036
39,0.0,-0.034377804597701456,-0.048567190238384406
40,0.11805763914373026,0.1375112301886805,-0.040471168981184524
41,0.08854322541603743,0.08594451127819447,0.03642771374235077
42,0.04427161353383546,-0.034377807183364695,-0.03237503519807272
43,-0.13281484403669808,-0.08594451335877906,0.016182904539332466
44,-0.07378602623456842,0.1203223251417782,-0.012139587187832479
45,0.2361152814371259,0.10313341791044728,0.0
46,0.10330042899408197,0.12032231423290266,-0.04047104397096857
47,0.044271615044248584,0.0859445146520148,0.04856717076862682
48,0.029514409425624773,0.017188902573529674,-0.008086903398807799
49,0.0,0.08594451818181703,0.01618290624999319
50,-0.01475720501474953,-0.034377806569342084,-0.06475931621597786
51,0.029514408223201723,0.034377806921675365,0.0161921346929077
52,-0.1328148402985061,-0.08594451286764837,-0.03237504510844458
53,0.014757204444444838,0.1375112173913049,-0.004043450978140406
54,-0.05902881669150518,-0.12032231675874885,0.0
55,0.04427161251862799,-0.10313341463414716,0.04047104287176362
56,-0.14757204545454528,-0.05156671132075452,-0.02023546239935592
57,-0.014757204855841975,-0.05156670967741839,0.024279038134472183
58,-0.029514408602150155,-0.12032231906614756,-0.016192134640339972
59,-0.01475720524691404,0.051566708737864175,-0.008096002575326722
60,0.132814841221375,0.10313341491395712,0.048567045169705565
61,0.23611527058823434,0.10313341825095003,0.0526106354634508
62,0.059028819912152024,0.03437780681818303,-0.024288134602403755
63,0.07378602322206085,-0.05156671022727189,0.01619213161001376
64,-0.07378602339181306,-0.01718890377358484,0.020235459960232568
65,0.1341881114327066,-0.08594451335877906,0.036427592990220026
66,0.11927832853026032,-0.05156671098265875,0.048567059187517365
67,0.014909791066282096,0.05156670745697767,-0.024288145600649846
68,-0.014909790159189031,-0.1042819064327496,0.040480279435070037
69,-0.0894587419354842,-0.08690159135559837,0.0
70,0.1341881114327066,0.0,-0.016192138903056597
71,0.11927832954545535,0.05214095321637302,-0.032375050823565184
72,-0.1043685316091949,-0.08690158464566977,0.06475919629592974
73,-0.14909790393013012,-0.01738031764705994,0.008096004469231755
74,-0.01490979124087666,0.08690159223300853,0.008096133384164926
75,-0.07454895434462472,-0.034760634241244766,0.0
76,-0.059639163204748165,0.08690158607350007,0.0809422222290539
77,0.01490979025110839,0.08690159003831432,0.048567174369691817
78,0.01490979025110839,-0.052140955598455115,-0.040471175805806066
79,0.01490979025110839,0.017380317307692298,0.0283315845588652
80,0.029819582966226218,0.0,-0.01214842160482288
81,0.0,-0.05214095164410182,0.05666318181818175
82,0.2683762425952043,0.0,-0.008096003052436851
83,-0.059639165957445776,0.15642285114503807,-0.012165000712530237
84,0.11927832819074348,-0.03476063723608469,0.01621704828946724
85,-0.02981958087201164,-0.017380317919075242,0.008104095163247615
86,0.0,0.06952126923076918,-0.020277953322276776
87,0.05963916292134819,0.10428190804597648,-0.0283909040044692
88,0.1192783222222218,0.01738031739961876,-0.1216765363587784
89,-0.04472937238493735,0.12166221886792528,0.02433897665131135
90,-0.01490979137691184,0.1390425380333955,-0.024329735333733504
91,0.02981958171745269,0.0,0.032451934713615634
92,-0.3131055962910132,-0.2259441340996169,-0.04055576793851423
93,0.08945874398868447,0.03476063358778525,0.02027795026321555
94,0.0894587443820214,-0.08690159266409125,-0.1054506333867382
95,0.1341881125000004,0.19118348679245226,0.0
96,-0.07454895397489557,0.08690159217877103,-0.04056500868940738
97,-0.16400769658119607,-0.15642285741444972,-0.0202779430216804
98,0.05963916147308801,-0.06952126717557405,-0.028390912119985456
99,0.01490979066478104,0.08690158790170166,0.016225899239152408
100,-0.17891749565217374,-0.0695212720306504,-0.040555886888602684
101,-0.0447293737226282,0.05214095038167876,0.040555890274963424
102,0.04472937391304477,-0.017380317399616985,-0.012164863731342068
103,0.10436853791130217,0.08690158790170166,-0.012164872767361999
104,0.0,-0.1216622260536404,-0.04055577973061708
105,0.04472937179487246,0.10428190548204164,0.024329857751716144
106,-0.11927832853025855,-0.139042548944337,-0.03245207549489981
107,-0.10436853868613127,-0.034760634429401804,0.00811295373506482
108,-0.14909790490341734,-0.08690159179687562,-0.01622603713781423
109,0.0,0.017380317120622383,-0.03245193847741379
110,0.0596391625183017,0.0,0.0
111,0.04472937463556903,-0.05214095107632133,-0.008112952498013692
112,-0.0894587470588224,0.034760635658914296,0.040555782150161424
113,0.0,0.08690159266409303,-0.04866872583818749
114,-0.029819582840236336,-0.01738031721470179,0.01622603431605874
115,-0.11927832335329393,-0.0695212684824913,-0.048668849567669925
116,-0.17891749771689547,-0.12166221850393732,-0.03245200530932446
117,0.2087370789865872,0.1564228667953671,-0.07705967321539109
118,0.11927833136094712,-0.08690158869395681,0.020277886667473655
119,0.32801539017341064,0.01738031773879101,0.008113016030742881
120,0.0,0.0,0.01622603175896964
121,0.1341881126961475,0.13904254894433876,-0.02433898319874284
122,-0.029819582260373068,0.06952127238095153,0.004051917340413436
123,0.0298195828571437,0.0869015853658528,-0.0081129509860004
124,0.13418811657303387,0.034760635338345836,0.020277886667473655
125,0.0447293721910107,-0.06952127032135991,0.008103835281617178
126,-0.04472937199434135,-0.08690159047619161,0.008112953083786567
127,0.19382728033472674,0.03476063636363591,0.008113082397622541
128,-0.1957382356321844,-0.12166223032629553,0.0
129,-0.1505678862973756,-0.1216622248062027,0.0324520762881898
130,-0.04517036310395284,-0.08690159179687562,-0.04055578281625527
131,-0.07528394230769209,0.06952127413127407,0.0
132,0.19573825325615068,0.07030302514506738,0.016226038785277286
133,-0.07528393850658865,0.0,-0.03244282269310661
134,0.090340725433526,-0.08787877669903033,-0.03245200530932446
135,0.060227149425287514,0.0,-0.03244281619639766
